"Notes","Residence State","Residence State Code","MMWR Week","MMWR Week Code","UCD - ICD Sub-Chapter","UCD - ICD Sub-Chapter Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Florida","12","2018 Week 51 ending December 22, 2018","2018/51","Renal failure","N17-N19","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Florida","12","2018 Week 51 ending December 22, 2018","2018/51","Renal failure","N17-N19","75-84 years","75-84",18,Not Applicable,Not Applicable
,"Florida","12","2018 Week 51 ending December 22, 2018","2018/51","Renal failure","N17-N19","85+ years","85+",17,Not Applicable,Not Applicable
,"Florida","12","2018 Week 52 ending December 29, 2018","2018/52","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"Florida","12","2018 Week 52 ending December 29, 2018","2018/52","Renal failure","N17-N19","65-74 years","65-74",19,Not Applicable,Not Applicable
,"Florida","12","2018 Week 52 ending December 29, 2018","2018/52","Renal failure","N17-N19","75-84 years","75-84",19,Not Applicable,Not Applicable
,"Florida","12","2018 Week 52 ending December 29, 2018","2018/52","Renal failure","N17-N19","85+ years","85+",22,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 01 ending January 06, 2018","2018/01","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 01 ending January 06, 2018","2018/01","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","85+ years","85+",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","75-84 years","75-84",25,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","85+ years","85+",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","65-74 years","65-74",17,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19","85+ years","85+",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","55-64 years","55-64",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 12 ending March 24, 2018","2018/12","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","85+ years","85+",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 18 ending May 05, 2018","2018/18","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","75-84 years","75-84",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","85+ years","85+",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","75-84 years","75-84",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","85+ years","85+",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 21 ending May 26, 2018","2018/21","Renal failure","N17-N19","75-84 years","75-84",15,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 23 ending June 09, 2018","2018/23","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 24 ending June 16, 2018","2018/24","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 25 ending June 23, 2018","2018/25","Renal failure","N17-N19","65-74 years","65-74",15,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","75-84 years","75-84",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19","85+ years","85+",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19","85+ years","85+",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 32 ending August 11, 2018","2018/32","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 33 ending August 18, 2018","2018/33","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 35 ending September 01, 2018","2018/35","Renal failure","N17-N19","75-84 years","75-84",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 36 ending September 08, 2018","2018/36","Renal failure","N17-N19","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 37 ending September 15, 2018","2018/37","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 38 ending September 22, 2018","2018/38","Renal failure","N17-N19","85+ years","85+",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 40 ending October 06, 2018","2018/40","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 42 ending October 20, 2018","2018/42","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 43 ending October 27, 2018","2018/43","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 44 ending November 03, 2018","2018/44","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 46 ending November 17, 2018","2018/46","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 46 ending November 17, 2018","2018/46","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 46 ending November 17, 2018","2018/46","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 47 ending November 24, 2018","2018/47","Renal failure","N17-N19","85+ years","85+",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 48 ending December 01, 2018","2018/48","Renal failure","N17-N19","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 48 ending December 01, 2018","2018/48","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 48 ending December 01, 2018","2018/48","Renal failure","N17-N19","85+ years","85+",17,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 49 ending December 08, 2018","2018/49","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 49 ending December 08, 2018","2018/49","Renal failure","N17-N19","75-84 years","75-84",15,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 50 ending December 15, 2018","2018/50","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 50 ending December 15, 2018","2018/50","Renal failure","N17-N19","85+ years","85+",11,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 51 ending December 22, 2018","2018/51","Renal failure","N17-N19","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 51 ending December 22, 2018","2018/51","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 52 ending December 29, 2018","2018/52","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Georgia","13","2018 Week 52 ending December 29, 2018","2018/52","Renal failure","N17-N19","85+ years","85+",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 01 ending January 06, 2018","2018/01","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 01 ending January 06, 2018","2018/01","Renal failure","N17-N19","85+ years","85+",20,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","75-84 years","75-84",18,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 02 ending January 13, 2018","2018/02","Renal failure","N17-N19","85+ years","85+",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 03 ending January 20, 2018","2018/03","Renal failure","N17-N19","85+ years","85+",33,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","75-84 years","75-84",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 04 ending January 27, 2018","2018/04","Renal failure","N17-N19","85+ years","85+",20,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","75-84 years","75-84",15,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 05 ending February 03, 2018","2018/05","Renal failure","N17-N19","85+ years","85+",26,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 06 ending February 10, 2018","2018/06","Renal failure","N17-N19","85+ years","85+",21,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","75-84 years","75-84",17,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 07 ending February 17, 2018","2018/07","Renal failure","N17-N19","85+ years","85+",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","75-84 years","75-84",22,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 08 ending February 24, 2018","2018/08","Renal failure","N17-N19","85+ years","85+",23,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 09 ending March 03, 2018","2018/09","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 09 ending March 03, 2018","2018/09","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 09 ending March 03, 2018","2018/09","Renal failure","N17-N19","85+ years","85+",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 10 ending March 10, 2018","2018/10","Renal failure","N17-N19","85+ years","85+",17,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","75-84 years","75-84",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 11 ending March 17, 2018","2018/11","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 12 ending March 24, 2018","2018/12","Renal failure","N17-N19","75-84 years","75-84",15,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 12 ending March 24, 2018","2018/12","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19","65-74 years","65-74",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19","75-84 years","75-84",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 13 ending March 31, 2018","2018/13","Renal failure","N17-N19","85+ years","85+",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 14 ending April 07, 2018","2018/14","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 15 ending April 14, 2018","2018/15","Renal failure","N17-N19","85+ years","85+",18,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","75-84 years","75-84",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 16 ending April 21, 2018","2018/16","Renal failure","N17-N19","85+ years","85+",25,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","75-84 years","75-84",15,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 17 ending April 28, 2018","2018/17","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 18 ending May 05, 2018","2018/18","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 18 ending May 05, 2018","2018/18","Renal failure","N17-N19","85+ years","85+",22,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","75-84 years","75-84",15,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 19 ending May 12, 2018","2018/19","Renal failure","N17-N19","85+ years","85+",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 20 ending May 19, 2018","2018/20","Renal failure","N17-N19","85+ years","85+",15,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 21 ending May 26, 2018","2018/21","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19","75-84 years","75-84",20,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 22 ending June 02, 2018","2018/22","Renal failure","N17-N19","85+ years","85+",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 23 ending June 09, 2018","2018/23","Renal failure","N17-N19","85+ years","85+",15,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 24 ending June 16, 2018","2018/24","Renal failure","N17-N19","55-64 years","55-64",10,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 24 ending June 16, 2018","2018/24","Renal failure","N17-N19","85+ years","85+",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 25 ending June 23, 2018","2018/25","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 25 ending June 23, 2018","2018/25","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","75-84 years","75-84",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 26 ending June 30, 2018","2018/26","Renal failure","N17-N19","85+ years","85+",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19","75-84 years","75-84",10,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 27 ending July 07, 2018","2018/27","Renal failure","N17-N19","85+ years","85+",20,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 28 ending July 14, 2018","2018/28","Renal failure","N17-N19","85+ years","85+",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19","75-84 years","75-84",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 29 ending July 21, 2018","2018/29","Renal failure","N17-N19","85+ years","85+",22,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19","75-84 years","75-84",26,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 31 ending August 04, 2018","2018/31","Renal failure","N17-N19","85+ years","85+",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 32 ending August 11, 2018","2018/32","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 32 ending August 11, 2018","2018/32","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 32 ending August 11, 2018","2018/32","Renal failure","N17-N19","85+ years","85+",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 33 ending August 18, 2018","2018/33","Renal failure","N17-N19","85+ years","85+",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 34 ending August 25, 2018","2018/34","Renal failure","N17-N19","75-84 years","75-84",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 34 ending August 25, 2018","2018/34","Renal failure","N17-N19","85+ years","85+",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 35 ending September 01, 2018","2018/35","Renal failure","N17-N19","85+ years","85+",21,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 36 ending September 08, 2018","2018/36","Renal failure","N17-N19","75-84 years","75-84",21,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 36 ending September 08, 2018","2018/36","Renal failure","N17-N19","85+ years","85+",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 37 ending September 15, 2018","2018/37","Renal failure","N17-N19","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 37 ending September 15, 2018","2018/37","Renal failure","N17-N19","75-84 years","75-84",18,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 37 ending September 15, 2018","2018/37","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 38 ending September 22, 2018","2018/38","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 38 ending September 22, 2018","2018/38","Renal failure","N17-N19","75-84 years","75-84",25,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 38 ending September 22, 2018","2018/38","Renal failure","N17-N19","85+ years","85+",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 39 ending September 29, 2018","2018/39","Renal failure","N17-N19","65-74 years","65-74",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 39 ending September 29, 2018","2018/39","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 39 ending September 29, 2018","2018/39","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 40 ending October 06, 2018","2018/40","Renal failure","N17-N19","75-84 years","75-84",15,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 40 ending October 06, 2018","2018/40","Renal failure","N17-N19","85+ years","85+",20,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 41 ending October 13, 2018","2018/41","Renal failure","N17-N19","75-84 years","75-84",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 41 ending October 13, 2018","2018/41","Renal failure","N17-N19","85+ years","85+",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 42 ending October 20, 2018","2018/42","Renal failure","N17-N19","75-84 years","75-84",20,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 42 ending October 20, 2018","2018/42","Renal failure","N17-N19","85+ years","85+",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 43 ending October 27, 2018","2018/43","Renal failure","N17-N19","65-74 years","65-74",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 43 ending October 27, 2018","2018/43","Renal failure","N17-N19","75-84 years","75-84",14,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 43 ending October 27, 2018","2018/43","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 44 ending November 03, 2018","2018/44","Renal failure","N17-N19","75-84 years","75-84",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 44 ending November 03, 2018","2018/44","Renal failure","N17-N19","85+ years","85+",18,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 45 ending November 10, 2018","2018/45","Renal failure","N17-N19","65-74 years","65-74",11,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 45 ending November 10, 2018","2018/45","Renal failure","N17-N19","75-84 years","75-84",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 45 ending November 10, 2018","2018/45","Renal failure","N17-N19","85+ years","85+",16,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 46 ending November 17, 2018","2018/46","Renal failure","N17-N19","65-74 years","65-74",10,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 46 ending November 17, 2018","2018/46","Renal failure","N17-N19","85+ years","85+",23,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 47 ending November 24, 2018","2018/47","Renal failure","N17-N19","65-74 years","65-74",19,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 47 ending November 24, 2018","2018/47","Renal failure","N17-N19","85+ years","85+",24,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 48 ending December 01, 2018","2018/48","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 48 ending December 01, 2018","2018/48","Renal failure","N17-N19","75-84 years","75-84",13,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 48 ending December 01, 2018","2018/48","Renal failure","N17-N19","85+ years","85+",23,Not Applicable,Not Applicable
,"Illinois","17","2018 Week 49 ending December 08, 2018","2018/49","Renal failure","N17-N19","65-74 years","65-74",12,Not Applicable,Not Applicable
