"Notes","Occurrence State","Occurrence State Code","UCD - ICD Chapter","UCD - ICD Chapter Code","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 38 ending September 19, 2020","2020/38",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 39 ending September 26, 2020","2020/39",10,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 40 ending October 03, 2020","2020/40",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 41 ending October 10, 2020","2020/41",18,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 42 ending October 17, 2020","2020/42",18,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 43 ending October 24, 2020","2020/43",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 44 ending October 31, 2020","2020/44",11,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 45 ending November 07, 2020","2020/45",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 46 ending November 14, 2020","2020/46",11,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 47 ending November 21, 2020","2020/47",11,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 48 ending November 28, 2020","2020/48",10,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 50 ending December 12, 2020","2020/50",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 51 ending December 19, 2020","2020/51",21,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 52 ending December 26, 2020","2020/52",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2020 Week 53 ending January 02, 2021","2020/53",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 01 ending January 09, 2021","2021/01",20,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 02 ending January 16, 2021","2021/02",28,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 03 ending January 23, 2021","2021/03",19,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 04 ending January 30, 2021","2021/04",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 05 ending February 06, 2021","2021/05",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 06 ending February 13, 2021","2021/06",18,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 07 ending February 20, 2021","2021/07",19,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 08 ending February 27, 2021","2021/08",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 09 ending March 06, 2021","2021/09",21,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 10 ending March 13, 2021","2021/10",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 11 ending March 20, 2021","2021/11",21,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 13 ending April 03, 2021","2021/13",18,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 14 ending April 10, 2021","2021/14",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 15 ending April 17, 2021","2021/15",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 16 ending April 24, 2021","2021/16",20,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 17 ending May 01, 2021","2021/17",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 18 ending May 08, 2021","2021/18",26,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 19 ending May 15, 2021","2021/19",10,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 20 ending May 22, 2021","2021/20",18,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 21 ending May 29, 2021","2021/21",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 22 ending June 05, 2021","2021/22",11,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 23 ending June 12, 2021","2021/23",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 24 ending June 19, 2021","2021/24",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 25 ending June 26, 2021","2021/25",11,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 26 ending July 03, 2021","2021/26",10,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 28 ending July 17, 2021","2021/28",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 29 ending July 24, 2021","2021/29",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 30 ending July 31, 2021","2021/30",20,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 31 ending August 07, 2021","2021/31",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 32 ending August 14, 2021","2021/32",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 33 ending August 21, 2021","2021/33",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 34 ending August 28, 2021","2021/34",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 35 ending September 04, 2021","2021/35",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 36 ending September 11, 2021","2021/36",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 37 ending September 18, 2021","2021/37",25,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 38 ending September 25, 2021","2021/38",10,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 39 ending October 02, 2021","2021/39",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 41 ending October 16, 2021","2021/41",19,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 42 ending October 23, 2021","2021/42",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 43 ending October 30, 2021","2021/43",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 44 ending November 06, 2021","2021/44",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 45 ending November 13, 2021","2021/45",20,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 46 ending November 20, 2021","2021/46",26,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 47 ending November 27, 2021","2021/47",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 48 ending December 04, 2021","2021/48",20,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 49 ending December 11, 2021","2021/49",19,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 50 ending December 18, 2021","2021/50",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 51 ending December 25, 2021","2021/51",22,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2021 Week 52 ending January 01, 2022","2021/52",26,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 01 ending January 08, 2022","2022/01",29,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 02 ending January 15, 2022","2022/02",28,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 03 ending January 22, 2022","2022/03",24,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 04 ending January 29, 2022","2022/04",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 05 ending February 05, 2022","2022/05",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 06 ending February 12, 2022","2022/06",18,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 07 ending February 19, 2022","2022/07",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 08 ending February 26, 2022","2022/08",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 09 ending March 05, 2022","2022/09",22,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 10 ending March 12, 2022","2022/10",20,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 11 ending March 19, 2022","2022/11",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 12 ending March 26, 2022","2022/12",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 13 ending April 02, 2022","2022/13",22,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 15 ending April 16, 2022","2022/15",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 16 ending April 23, 2022","2022/16",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 17 ending April 30, 2022","2022/17",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 18 ending May 07, 2022","2022/18",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 19 ending May 14, 2022","2022/19",18,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 20 ending May 21, 2022","2022/20",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 21 ending May 28, 2022","2022/21",19,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 22 ending June 04, 2022","2022/22",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 23 ending June 11, 2022","2022/23",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 24 ending June 18, 2022","2022/24",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 25 ending June 25, 2022","2022/25",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 26 ending July 02, 2022","2022/26",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 27 ending July 09, 2022","2022/27",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 28 ending July 16, 2022","2022/28",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 29 ending July 23, 2022","2022/29",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 30 ending July 30, 2022","2022/30",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 31 ending August 06, 2022","2022/31",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 33 ending August 20, 2022","2022/33",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 34 ending August 27, 2022","2022/34",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 35 ending September 03, 2022","2022/35",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 36 ending September 10, 2022","2022/36",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 38 ending September 24, 2022","2022/38",19,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 39 ending October 01, 2022","2022/39",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 40 ending October 08, 2022","2022/40",11,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 42 ending October 22, 2022","2022/42",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 43 ending October 29, 2022","2022/43",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 44 ending November 05, 2022","2022/44",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 45 ending November 12, 2022","2022/45",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 46 ending November 19, 2022","2022/46",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 47 ending November 26, 2022","2022/47",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 48 ending December 03, 2022","2022/48",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 49 ending December 10, 2022","2022/49",23,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 50 ending December 17, 2022","2022/50",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 51 ending December 24, 2022","2022/51",23,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2022 Week 52 ending December 31, 2022","2022/52",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 01 ending January 07, 2023","2023/01",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 02 ending January 14, 2023","2023/02",17,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 03 ending January 21, 2023","2023/03",26,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 04 ending January 28, 2023","2023/04",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 05 ending February 04, 2023","2023/05",21,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 07 ending February 18, 2023","2023/07",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 08 ending February 25, 2023","2023/08",22,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 09 ending March 04, 2023","2023/09",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 10 ending March 11, 2023","2023/10",25,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 11 ending March 18, 2023","2023/11",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 12 ending March 25, 2023","2023/12",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 13 ending April 01, 2023","2023/13",23,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 14 ending April 08, 2023","2023/14",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 15 ending April 15, 2023","2023/15",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 16 ending April 22, 2023","2023/16",23,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 17 ending April 29, 2023","2023/17",21,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 18 ending May 06, 2023","2023/18",19,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 19 ending May 13, 2023","2023/19",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 20 ending May 20, 2023","2023/20",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 21 ending May 27, 2023","2023/21",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 22 ending June 03, 2023","2023/22",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 23 ending June 10, 2023","2023/23",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 24 ending June 17, 2023","2023/24",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 26 ending July 01, 2023","2023/26",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 27 ending July 08, 2023","2023/27",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 28 ending July 15, 2023","2023/28",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 29 ending July 22, 2023","2023/29",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 30 ending July 29, 2023","2023/30",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 31 ending August 05, 2023","2023/31",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 32 ending August 12, 2023","2023/32",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 33 ending August 19, 2023","2023/33",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 34 ending August 26, 2023","2023/34",15,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 35 ending September 02, 2023","2023/35",10,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 36 ending September 09, 2023","2023/36",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 37 ending September 16, 2023","2023/37",13,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 38 ending September 23, 2023","2023/38",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 39 ending September 30, 2023","2023/39",10,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 40 ending October 07, 2023","2023/40",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 41 ending October 14, 2023","2023/41",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 42 ending October 21, 2023","2023/42",14,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 43 ending October 28, 2023","2023/43",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 44 ending November 04, 2023","2023/44",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 45 ending November 11, 2023","2023/45",11,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 47 ending November 25, 2023","2023/47",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 48 ending December 02, 2023","2023/48",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 49 ending December 09, 2023","2023/49",12,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 50 ending December 16, 2023","2023/50",23,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 51 ending December 23, 2023","2023/51",16,Not Applicable,Not Applicable
,"Arizona","04","Diseases of the genitourinary system","N00-N98","2023 Week 52 ending December 30, 2023","2023/52",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 01 ending January 06, 2018","2018/01",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 02 ending January 13, 2018","2018/02",27,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 03 ending January 20, 2018","2018/03",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 04 ending January 27, 2018","2018/04",13,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 05 ending February 03, 2018","2018/05",20,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 06 ending February 10, 2018","2018/06",13,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 07 ending February 17, 2018","2018/07",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 08 ending February 24, 2018","2018/08",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 09 ending March 03, 2018","2018/09",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 11 ending March 17, 2018","2018/11",19,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 12 ending March 24, 2018","2018/12",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 13 ending March 31, 2018","2018/13",10,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 14 ending April 07, 2018","2018/14",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 15 ending April 14, 2018","2018/15",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 16 ending April 21, 2018","2018/16",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 17 ending April 28, 2018","2018/17",12,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 18 ending May 05, 2018","2018/18",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 19 ending May 12, 2018","2018/19",10,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 21 ending May 26, 2018","2018/21",10,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 22 ending June 02, 2018","2018/22",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 23 ending June 09, 2018","2018/23",17,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 24 ending June 16, 2018","2018/24",10,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 25 ending June 23, 2018","2018/25",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 26 ending June 30, 2018","2018/26",16,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 27 ending July 07, 2018","2018/27",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 29 ending July 21, 2018","2018/29",20,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 30 ending July 28, 2018","2018/30",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 31 ending August 04, 2018","2018/31",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 34 ending August 25, 2018","2018/34",13,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 35 ending September 01, 2018","2018/35",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 36 ending September 08, 2018","2018/36",12,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 37 ending September 15, 2018","2018/37",10,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 39 ending September 29, 2018","2018/39",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 40 ending October 06, 2018","2018/40",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 43 ending October 27, 2018","2018/43",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 45 ending November 10, 2018","2018/45",12,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 46 ending November 17, 2018","2018/46",10,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 47 ending November 24, 2018","2018/47",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 48 ending December 01, 2018","2018/48",17,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 49 ending December 08, 2018","2018/49",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 50 ending December 15, 2018","2018/50",14,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2018 Week 52 ending December 29, 2018","2018/52",13,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2019 Week 01 ending January 05, 2019","2019/01",10,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2019 Week 02 ending January 12, 2019","2019/02",11,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2019 Week 03 ending January 19, 2019","2019/03",15,Not Applicable,Not Applicable
,"Arkansas","05","Diseases of the genitourinary system","N00-N98","2019 Week 04 ending January 26, 2019","2019/04",12,Not Applicable,Not Applicable
